,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
6882,luv ceca,0.0,0.0,0.0,0.0,0.0
6883,yay yay open all already resume all back new normal living exist with virus let the nature take control may the strong live totaly accept the weekling and taken back mother nature wear your mask and aware the personal hygiene self protect keep staying inside the home hole click likes show your support resume new normal fast,0.0,0.0,1.0,0.0,1.0
6884,will shutdown until two thousand and meanwhile life good taxi drivers get ten day natural attrition eliminating the excesses mon keep united states safe kids all line pls yeah,1.0,0.0,1.0,0.0,0.0
6885,nice video very engaging from beginning end nevertheless businesses and investment are the easiest way make money irrespective which party makes the oval office,0.0,0.0,0.0,1.0,0.0
6886,yes very stable,0.0,0.0,0.0,0.0,0.0
6887,icu cases one hundred increasing stabilised manner,0.0,0.0,0.0,0.0,0.0
6888,oyk what proof have you got say europe currently undergoing unvaccinated pandemic how many europeans countries have you been the last three months that made you said what you said,0.0,1.0,0.0,0.0,0.0
6889,bmpcos also know that the vaccinated can get infected and pass the others vaccinated unvaccinated you think ong kung don know this without visiting any europe countries always easier blame the unvaccinated for infection spike any part the world without data because most will agree without second thought,0.0,1.0,0.0,1.0,0.0
6890,after next chance,0.0,0.0,0.0,0.0,0.0
6891,reality its pandemic the vaccinated,0.0,0.0,0.0,0.0,0.0
6892,three thousand cases around stabilized,0.0,0.0,0.0,0.0,0.0
6893,very stabilised well done mtf,0.0,0.0,0.0,0.0,0.0
6897,update yourself please,0.0,0.0,0.0,0.0,0.0
6898,yourself favor update yourself,0.0,0.0,0.0,0.0,0.0
6899,prepare healthcare staffs for imported cases,0.0,0.0,0.0,0.0,0.0
6901,they dare report after reporting ppl die vaccine then nobody want for then they can not open more borders too earn money,0.0,0.0,1.0,0.0,0.0
6903,yes follow our neighbour,0.0,0.0,0.0,0.0,0.0
6904,kieck hog fact malaysia and indonesia are multi party system,1.0,0.0,0.0,0.0,0.0
6906,vincecarlo malaysia indonesia india are different should still stick fourteen days qurrantine for them big risk let them freely,1.0,0.0,1.0,0.0,0.0
6907,bro tan see leng don treat the migrant workers like your bro slaves why still many restrictions for them are endemic mode and living with the covid after working hours please unslaved these migrants workers they should free where they want and what they like the local worker after work,0.0,0.0,0.0,1.0,0.0
6908,plse lah not bro lah bro not treat bro like prisoners war,0.0,0.0,1.0,0.0,0.0
6909,have seen the news lately maid kissing hugging male friend front elderly employer wheelchair very very not well behave,0.0,0.0,0.0,1.0,0.0
6911,always handpicking examples from other countries meet their told you narrative this show government hasn given its people anything close quality life worth living after these same people did everything that was asked them for two years,0.0,1.0,0.0,0.0,0.0
6912,india indo are not tourists for crying out loud levies ten billions,1.0,0.0,0.0,0.0,0.0
6913,every day there circus and comes with the same clowns they tell the same jokes and one laughs,0.0,0.0,0.0,1.0,0.0
6914,and not funny all sad watch the jokert,0.0,0.0,0.0,0.0,0.0
6915,how can india indo get vaccinated travel lane without quarantine when they are below singapore utter rubbish,1.0,0.0,0.0,0.0,0.0
6916,vincecarlo they did open malaysia first what plus for all vtls you don need quarantine unless tested positive,1.0,0.0,0.0,0.0,0.0
6918,khairulddin joha you trust their infection rate update right now every countries want make themselves look good and safe which know lot bulls,0.0,1.0,0.0,0.0,0.0
6920,,0.0,0.0,0.0,0.0,0.0
6923,because wan open vaccinated travel lane big big say stabilize then fair united states citizen loosen alil for united states too increase five not only for family members,1.0,0.0,1.0,0.0,0.0
6924,dan must increase booster and all kids jabbed then can open now only five for same household already tao cheo,0.0,1.0,0.0,0.0,0.0
6926,logic when family member eat shit the same household but unable dine together joker,0.0,1.0,0.0,0.0,0.0
6927,joanna ong thought for five nov for restaurant and coffee shop,0.0,0.0,0.0,0.0,0.0
6928,took moderna but pfizer said just good,0.0,0.0,0.0,0.0,0.0
6929,kieck hog haiya your england can understooding singrish meh,0.0,1.0,0.0,0.0,0.0
6930,both england not enough great britain standard lah,0.0,0.0,1.0,0.0,0.0
6931,just open five person group why talk alot but five person almost already vaccine but still under your control you all really want all hawker coffeeshop stall closing one one what joke opening border but allow two person group,0.0,1.0,0.0,0.0,0.0
6933,why are concern about vaccinated travel lane when people are dying,0.0,0.0,0.0,0.0,0.0
6934,everyday people will die not only during covid,0.0,0.0,0.0,1.0,0.0
6935,public debt interest ticking every minute singapore got quite sizable public debt,1.0,1.0,0.0,0.0,0.0
6936,bmpcos true then why must panic not live life per normal stop all this non sensical discrimination coercing,0.0,0.0,1.0,0.0,0.0
6938,maria maria then get vaccinated why drag down the country with your selfish decisions,0.0,0.0,0.0,0.0,0.0
6940,slumps perfect one hundred ranking covid recovery index source nikkei asia five nov,0.0,0.0,0.0,1.0,0.0
6941,bmpcos how you know given rights air freedom wht makes you think all the poked are happy will still stand all the people thts coerced with livelihood threatened bcs this evil discrimination you dnt know pledge one united people justice equality what allowed the garment not freedom its permission understand,0.0,1.0,0.0,0.0,0.0
6942,bmpcos when you support this evil inhumane act thn you are stop watching msm media open eyes ears wonder how people like you are still deaf blind you people are the reason why all this nonsense not stop are not communist nation are not socialist organisation democracy tht means freedom choice frm the people stop being evil cruel give people back their rights,0.0,0.0,1.0,0.0,0.0
6943,maria maria your freedom choice should not tantamount destroying our country learn live civilised society please,0.0,0.0,0.0,0.0,1.0
6945,they need save sia scoot save your own life,0.0,0.0,1.0,0.0,0.0
6946,blab blab blab have they visited the regional swabbing center alot desired people going merry round down staircase the defunct school check after check just four swab plse just simplify the procedure thanku,0.0,1.0,0.0,0.0,0.0
6947,mtf the highest paid the world asking cos looks like they best ranking the world terms performance this based malaysia private personal opinion,1.0,0.0,0.0,0.0,1.0
6948,money not problem,0.0,0.0,0.0,0.0,0.0
6949,andrew tungsk you mean peeps have spokin,0.0,0.0,0.0,0.0,0.0
6950,andrew tungsk whose money,0.0,0.0,0.0,0.0,0.0
6951,favour raising gst ten twelve fair taxation,0.0,0.0,1.0,0.0,0.0
6952,coshinc you are elitist only those who pay the most deserve treated equally are you discriminating against the less wealthy what kind bigot are you coe may not designed tax but its form tax malaysia view and many peoples views you can call shit chocolate and eat too gst also tax income tax may paid lesser the less high income earners but its still tax are you discriminating those who pay income tax but lesser than millionaires someone should educate you better tell how much tax you want paid person for you not discriminate against,1.0,1.0,0.0,0.0,1.0
6953,how dorm workers release their erm soxual tension where they allowed fluid like water,0.0,0.0,0.0,1.0,0.0
6954,soon hotel fragrance hotel got good biz can find piak piak spread community,0.0,0.0,0.0,0.0,0.0
6955,yeah they need new because the tension too loose already not good for the feet,0.0,0.0,0.0,0.0,1.0
6956,not worry new minister will appointed,0.0,0.0,0.0,0.0,0.0
6957,ong ernie sorry have idea wtf you just said lol,0.0,0.0,0.0,0.0,0.0
6958,ong ernie peeps have spokin,0.0,0.0,0.0,0.0,0.0
6959,better than flip flop,0.0,0.0,0.0,0.0,0.0
6960,take away the papers become clueless what say still get paid thanks clueless sixty voted for them,0.0,0.0,0.0,0.0,0.0
6961,use robots will free who can draw multi racian singaporean,0.0,0.0,0.0,0.0,1.0
6962,you can now pdt klia airport before fly back singapore the cost four hundred and fifty for foreigners,1.0,0.0,0.0,0.0,0.0
6963,the western world and united states democracy and human rights are shit nonsense useless and declineing who should send teams investigate united states fort detrick lab unit seven hundred and,1.0,0.0,1.0,0.0,0.0
6964,when something free you are the product,0.0,0.0,0.0,0.0,0.0
6965,wonder the disruption due lousy policies,0.0,0.0,0.0,0.0,0.0
6966,who strongly recommends against any movement restrictions and covid measures within and out the country vaccinated not who also states that such restrictions were implemented they should only last for few days max,0.0,0.0,1.0,1.0,0.0
6967,should proceed with caution when open the vaccinated travel lanes stay safe well folks,0.0,0.0,0.0,0.0,0.0
6968,ahead and support continuously for the brain brain less ruling party the peoples action party ministers and forever gong gong all the millennium red dot majulah kita singapura island today and forever and applause the results this recent release the psle two thousand and bravo and well done majulah kita singapura island congratulations once again,0.0,1.0,0.0,0.0,1.0
6970,gov good for one thing only milking,0.0,0.0,0.0,0.0,0.0
6971,needs put ten masks before spreads his dna disease thru female,0.0,0.0,0.0,0.0,1.0
6972,less than two thousand needs least five thousand daily too many have been stranded both sides for too long and usual they take care the very rich first this the problem with our called leaders you forget that without the middle class and those that toil you would nothing wonder people always leave asia the first opportunity,0.0,0.0,0.0,0.0,1.0
6974,just remember the ones that leave were actually the ones you needed stay and you can coz the first sign trouble they will run,0.0,0.0,1.0,0.0,0.0
6975,what happens when there another spike reduce dine pax from five two then zero always repeating the same playbook they know how things differently,0.0,1.0,0.0,0.0,0.0
6976,needs back its old ways soon possible much possible the name prosperity based justice and equality luv ceca,0.0,0.0,0.0,0.0,1.0
6977,several hundred people without face masks caused disruption the tokyo district court tuesday ahead hearing case brought plaintiffs opposed covid nineteen vaccinations the lobby the building the first floor and the outside the courtroom for the hearing the seventh floor were overcrowded with unmasked people,0.0,0.0,1.0,1.0,0.0
6978,and yet japan country and population much bigger than ours consistently doing far better than singapore they did not have silly policies like five ppl dining etc lol,1.0,0.0,1.0,0.0,0.0
6979,japan anti vaccine protesters march through osaka protests against covid nineteen measures including vaccination children vaccine passports and masks took place tokyo osaka and kyoto,1.0,0.0,1.0,1.0,0.0
6980,good deal for msians have not seen their family members for past two yrs after reading the instructions not appropriate for those need cross causeway daily with their own transport are still the pandemic mtf good take keep moving thank you for keeping everyone safe,0.0,0.0,0.0,0.0,0.0
6981,before covid already the trains and bus heavily packed now will worse,0.0,0.0,0.0,1.0,0.0
6982,when can daily commute malaysia singapore,1.0,0.0,0.0,0.0,0.0
6983,this statement very unfair those who lives beyond malaysia they contributed more than you,1.0,0.0,0.0,0.0,0.0
6984,inefficient what happen air vaccinated travel lane for thailand and cambodia thailand and cambodia already open fully vaccinated singaporeans but singapore inefficient open these two countries alot singaporean business and staff effected and families separated cambodia high rate vaccination but response and action from mtf thailand december which only next month will hit seventy fully vaccination rate,1.0,0.0,0.0,0.0,1.0
6985,can travel but not free you have pay for the vaccinated travel lane lane almost five hundred dollar,0.0,0.0,0.0,0.0,0.0
6986,this excited moment for closed relative and friends reunion together,0.0,0.0,0.0,0.0,0.0
6987,great feat the responsible and capable pore govt,0.0,0.0,1.0,0.0,0.0
6988,lin haha ownself stoked ownself,0.0,0.0,0.0,0.0,0.0
6989,richard wong two blowing smoke each other,0.0,1.0,0.0,0.0,0.0
6990,loud exhaust weaving and out traffic,0.0,0.0,0.0,0.0,0.0
6991,the businesses both sides the causeway that rely tourism will continue suffer peril,0.0,0.0,0.0,0.0,0.0
6992,there are more than tourism not tortoise,0.0,0.0,0.0,0.0,0.0
6993,lin good living denial the new world order restrictive mobility,0.0,1.0,0.0,0.0,0.0
6994,lin you need your homework world economic forum great reset agenda agenda agenda two thousand and thirty and vatican loudato agenda which will lead united states the new world order then you understand the future path which the beast and antichrist have paved for united states,1.0,0.0,1.0,1.0,0.0
6995,pcr test how much for both countries,0.0,0.0,0.0,0.0,0.0
6996,this travel arrangements blah blah what new about never ending woes common sense tell united states common sense thing,1.0,0.0,1.0,0.0,0.0
6997,hahaha goggle helps singapore gov delete negative comments all working together,1.0,0.0,1.0,0.0,0.0
6998,apparently fake since yours not deleted,0.0,0.0,0.0,0.0,0.0
6999,not google typical singapore manipulated standard wonder they can define the meaning,1.0,0.0,0.0,0.0,0.0
7000,lin when gov don natural,0.0,0.0,0.0,0.0,0.0
7001,alexandria school science some mine deleted even your guys some their also deleted but you can see your own post,0.0,0.0,0.0,0.0,1.0
7002,old lee youtube lah don paranoid,0.0,0.0,1.0,0.0,0.0
7003,chitchat nobody ask you listen paliment showed peoples action party support google and facebook beginning the year twitter did not heard school under the government also using goggle service and ask parents sign saying data leak not the school problem,0.0,1.0,0.0,0.0,0.0
7004,chitchat you are just another peoples action party,0.0,0.0,0.0,0.0,0.0
7005,old lee you have friends coz one interested your gibberish that why are you active youtube posting negative comments,0.0,1.0,0.0,0.0,0.0
7006,chitchat time for him eat his medicine pandemic has been hard him mentally,0.0,0.0,0.0,0.0,0.0
7007,everyone thinks what they say the truth even people imh thinks they speaking truth,0.0,1.0,0.0,0.0,0.0
7008,lin released again,0.0,0.0,0.0,0.0,0.0
7009,lin wild barking lackey,0.0,0.0,0.0,0.0,0.0
7011,who the transport minister,0.0,0.0,0.0,0.0,0.0
7012,thank you for making this vaccinated travel lane possible before next year cny,0.0,0.0,0.0,0.0,0.0
7013,haha see how upset you with this good news trying soooo hard find new faults with the gov,0.0,0.0,1.0,0.0,0.0
7014,because you lousy hander,0.0,0.0,0.0,0.0,0.0
7017,for example why has the subject long covid and the govt responsibilities and preparedness special measures and medical funding for singaporeans and dedicated diagnostic and care programs for these long suffering patients been avoided,0.0,0.0,1.0,1.0,1.0
7019,have said scientific merits and positive results away without quarantine simply illogical the context citizens life safeties single party unwise and dangerous,0.0,0.0,0.0,0.0,0.0
7020,let total infected children are ten eight hundred and numbers,0.0,0.0,0.0,0.0,0.0
7022,judging from the adverse results these days trust will not granted easily how you want blame anyone from thinking likewise,0.0,1.0,0.0,0.0,0.0
7023,hope philippines also will have the vaccinated travel lane soon,0.0,0.0,0.0,0.0,0.0
7024,vaccine mandate for children possibly primary school cluster after school holiday come come place your bets pandemic the unvaccinated right,0.0,1.0,0.0,0.0,0.0
7025,vaccinate children chiby evil,0.0,0.0,0.0,0.0,0.0
7026,why your comment deleted,0.0,0.0,0.0,0.0,0.0
7027,finally good news for those trapped singapore,1.0,0.0,0.0,0.0,0.0
7028,you should say earning good money singapore many riding little motorcycles singapore back home they can own premium cars for cheap own bungalows landed for cheap not lucrative why would anyone endure the chore crossing causeways regularly work nothing,1.0,1.0,0.0,0.0,1.0
7029,that you mean everyone except for special politicians,0.0,0.0,0.0,0.0,0.0
7030,the travellers better move fast before another worldwide border closure imposed the name omicron,0.0,0.0,0.0,1.0,0.0
7031,omicron now available for early birds across both borders while sticks last,0.0,0.0,0.0,1.0,0.0
7032,why the hurry allow general travel are desparare johor bahru during the school holidays cases spike again our cny holidays will gone hold the horses please,0.0,0.0,1.0,0.0,1.0
7033,notice that youtube setting wonder why feel good news look forward the new sph media,0.0,0.0,0.0,1.0,0.0
7035,shut lah want play politics five years later then play,0.0,0.0,1.0,0.0,0.0
7036,richard wong you want play politics please five years and play all you want,0.0,1.0,0.0,0.0,0.0
7039,why detected johor and not singapore one six causeway can change infection,1.0,0.0,0.0,0.0,1.0
7040,buy mee soto for,0.0,0.0,0.0,0.0,0.0
7041,promotion booster shots,0.0,0.0,0.0,0.0,0.0
7042,vtl exciting but the more important thing set target time for clearance per passenger otherwise the queue will very long with the excuse more checks needed due covid the gov gov should able share now who has been vaccinated there absolutely need check these custom again and waste everybody time security concern treat all travellers default vaccinated and only share bet gov for those who are not yet vaccinated for the swab tests results custom officers should check early before the passport booth,0.0,0.0,0.0,1.0,0.0
7043,who strongly recommends against movement restrictions covid measures within and out the country who also states that such restrictions were implemented should only last for few days max,0.0,0.0,1.0,1.0,0.0
7046,still talking singapore heading for big trouble vaccinated travel lane with malaysia their government and its citizens always say that turn the tap water supply singapore wait for another six months,1.0,0.0,0.0,0.0,0.0
7048,why not with thailand sporeans love shop thailand,0.0,0.0,0.0,0.0,0.0
7049,not fare only malaysian worker only livelihood matters for chinede new year hari closed infection high,0.0,0.0,0.0,0.0,1.0
7051,pls also allow those without work pass long term pass visit immediate family member also need reunite with family,0.0,0.0,0.0,0.0,1.0
7052,necessary open malaysia are interlinked many things,1.0,0.0,0.0,0.0,0.0
7053,cautious responsible capable and forward planning pore govt encore,0.0,0.0,1.0,0.0,0.0
7054,well posted have good ministers,0.0,0.0,0.0,0.0,0.0
7056,let total infected children from oct two thousand and nineteen nov two thousand and alone nine nine hundred and numbers,0.0,0.0,0.0,0.0,0.0
7058,bloomberg covid resilience ranking singapore had drop twenty places rank even worse than africa maybe only can fool some you say,1.0,0.0,0.0,1.0,1.0
7059,hope that both country must optimistic and build better future,0.0,1.0,0.0,0.0,0.0
7062,for family category you have open immediate family members who not hold any work pass long term visit pass,1.0,0.0,0.0,0.0,0.0
7063,can even trust malaysia open singapore through vtl,1.0,0.0,0.0,0.0,0.0
7064,all cheong security jobs guaranteed three few years time ringgit can buy nice car and stay semi detached woo hoo,0.0,1.0,0.0,0.0,0.0
7065,basing the data think either the miw too complacent the expense citizens life safeties they are only focusing business and enrichment for handful people,0.0,0.0,0.0,0.0,1.0
7066,will give those the pmo this they will continue gamble with our lives,0.0,0.0,0.0,0.0,0.0
7068,this awaiting truth sucker wait your time lorry you would have put callously your time will come,0.0,0.0,0.0,0.0,1.0
7069,vtls and open gates influxes but metered freedom new coined terms more protocols and fines for citizens that mere illusion and croc tears would you say,0.0,0.0,1.0,0.0,0.0
7071,lawrence wong said jul two thousand and parliament must expect cases rise partly because there sti shall will going critic transmission our communities which can easily breakout into new cluster with increase activity level also open our border for people travel without shn shall will see more imported cases and infected person slipping through from time time but that stage you heard just now our main focus shall will longer daily cases numbers because the vast majority then would have been vaccinated and even they catch the virus they are much less likely become very shall will note capitalized words why must they keep importing from higher risk countries,0.0,1.0,1.0,1.0,0.0
7072,have said yesterday think they will relax curbs for business context while implementing more protocols and fines for singaporeans,0.0,0.0,0.0,0.0,1.0
7073,please refrain from falsehoods and slanders,0.0,0.0,0.0,0.0,0.0
7078,why professors the govt are addressing this long covid issues why reporters aren posing the relevant questions them has become clear that for considerable proportion individuals affected covid nineteen significant clinical manifestations may persist after the first weeks the acute symptomatic phase with heterogeneous complex subacute and chronic symptoms that preclude full return the previous state health this persistence symptoms which may affect patients any age and with varying degrees severity the acute disease has been recognized specific clinical entity called long covid,0.0,1.0,1.0,1.0,0.0
7080,another sixteen people lorries just yesterday where accountability single party unwise and dangerous,0.0,0.0,0.0,0.0,0.0
7081,russian lorry one thousand per day need put fear lah,0.0,0.0,1.0,0.0,0.0
7082,chang utter useless just like them office,0.0,0.0,0.0,0.0,0.0
7083,waiting for you uplorry rather youtube will peaceful and spam free once again,0.0,0.0,0.0,1.0,0.0
7085,allen chua peace last isn that what you wanted right,0.0,1.0,0.0,0.0,0.0
7086,allen chua disrespect death who you you just disrespectful,0.0,1.0,0.0,0.0,0.0
7087,turn community cases should ideally fall zero single digits daily with very low numbers unlinked cases not just for one day but sustained over period time,0.0,0.0,0.0,1.0,0.0
7088,they just don care they are hoping the community cases continue they are into selling their pfizer vaccine,0.0,0.0,0.0,0.0,0.0
7090,course high demand singapore people want malaysia alot open for car lanes too,1.0,0.0,0.0,0.0,0.0
7091,please open for car lane too easy for everyone,0.0,0.0,0.0,0.0,0.0
7092,yeah that true indeed your continuous support for millennium red dot majulah kita singapura island singapore singaporesingaporesingaporesingaporesingapore can lead you degree scroll nus and ntu faculty campus courtesy the late lee kuan yew bursary and scholarship nonetheless,1.0,1.0,0.0,0.0,1.0
7093,was reported two way tests cost abt five hundred must desperate back,0.0,0.0,0.0,0.0,0.0
7094,yes stay here for while prices will reduce don rush,0.0,0.0,0.0,0.0,0.0
7095,high demand good business operators have reason jack prices,0.0,0.0,0.0,0.0,1.0
7096,colonist can wait occupied another country,0.0,0.0,0.0,0.0,0.0
7098,thanks the responsible and capable pore govt for taking cautious and gradual approach opening,0.0,0.0,1.0,0.0,0.0
7100,did sbs transit bus cross border service one hundred and seventy one hundred and sixty resume,0.0,0.0,0.0,0.0,0.0
7101,amazed how our dear singaporeans still want enter malaysia when the cost just entering and out already almost sgd five hundred liao and that wait rob the shit out your money lmao,1.0,0.0,0.0,0.0,1.0
7102,this restrictive mobility human volume only encourages human traffickers resurface again just the same contraband cigarette,0.0,0.0,0.0,0.0,0.0
7103,black market inevitable govt not clever only providing little entries even ten thousand both sides insufficient modest thirty thousand will more reasonable however people are the mercy this cruel and heartless government will just have contented with whatever been dished out the government hoping for appreciation and gratefulness they are dreaming only hatred and disgruntled people both sides the causeway are waving their fancy fingers celebrate this ugly gesture their respective government treating their beloved citizens people are not human but digit the both government,0.0,1.0,1.0,0.0,0.0
7104,bye bye home don come back,0.0,0.0,0.0,0.0,0.0
7105,duh because sold out looking from youtube comments singapore covid restrictions and unrecognised brands covid vaccine feud singapore you know they aren citizens all fts,1.0,1.0,0.0,1.0,0.0
7106,got black market ticket,0.0,0.0,0.0,0.0,0.0
7108,these bus will the strongest potential cluster,0.0,0.0,0.0,0.0,0.0
7109,safer than bus public transport safety avoidance mtps,0.0,0.0,0.0,0.0,0.0
7110,let total infected children are eleven one hundred and numbers,0.0,0.0,0.0,0.0,0.0
7111,why aren you going back your homeland malaysia,1.0,0.0,0.0,0.0,0.0
7112,don forget buy ramly burger,0.0,0.0,0.0,0.0,0.0
7113,and timah whisky,0.0,0.0,0.0,0.0,0.0
7114,tazzy all the chinese malaysian not want stay singapore lol,1.0,0.0,0.0,0.0,1.0
7115,yeah that true indeed and warmly welcomed more new deadly variants malaysia malaysia opens completely suckers,1.0,0.0,0.0,0.0,0.0
7116,breaking news oklahoma guardsman will required take the covid nineteen vaccine reads adding that gov stitt the force lawful commander chief when not mobilized the federal government,0.0,1.0,0.0,1.0,0.0
7118,singapore must close borders untill corona covid nineteen dispear must close two year two thousand and more save,1.0,0.0,1.0,1.0,0.0
7119,telling customers there shortage seats sell sure businessmen will not profiteer jacking the prices singapore businesses are all honest,1.0,1.0,0.0,0.0,0.0
7120,whether out please spare tot for government both side without quarantine either way got ten ppl thru are positive might cos issue,0.0,1.0,0.0,0.0,0.0
7121,anyone heard serious injuries death after booster shot,0.0,0.0,0.0,0.0,0.0
7122,yes heard uncles aunties fathers even young death very obvious and one making noise many questioning are silenced not censored have very dangerous narrative right now,0.0,0.0,1.0,0.0,0.0
7123,please proceed with extra caution under the vaccinated travel lanes,0.0,0.0,0.0,0.0,0.0
7130,this news brings lots tears joy nice see them finally going back their beloved family and hometown may this reunion bring peace and good health too can wait travel the world again after two years battle slowly but surely,0.0,1.0,0.0,0.0,0.0
7132,stay safe while traveling new varient there,0.0,0.0,0.0,0.0,0.0
7133,sounds very troublesome and expansive just cross the border leh,0.0,0.0,0.0,0.0,1.0
7134,singapore inevitably will get omicron like hong kong because huge international hub hopefully these people won spread johor very soon,1.0,0.0,0.0,1.0,1.0
7135,hope johor don spread singapore,1.0,0.0,0.0,0.0,1.0
7136,alexandria school science works both ways with these two places close and inter dependent one another,0.0,0.0,0.0,0.0,1.0
7137,alexandria school science johor hermit state where nobody their airport while singapore the international hub got your fact straight even super strict hong kong also already got,1.0,0.0,0.0,0.0,1.0
7138,alexandria school science and now there least one covid case coming from singapore,1.0,0.0,0.0,1.0,0.0
7139,enforcer omg that the new variant,0.0,0.0,0.0,0.0,0.0
7141,enforcer wow klia not even exist,0.0,0.0,0.0,0.0,0.0
7142,need show the malaysia side custom officers there always give singaporeans the stuck look,1.0,0.0,0.0,0.0,1.0
7143,yah malaysia public officers damn fucked one,1.0,0.0,0.0,0.0,0.0
7144,enjoy your family gathering,0.0,0.0,0.0,0.0,0.0
7145,avoid woodland for now wait have new cluster,0.0,0.0,0.0,0.0,0.0
7146,please don come back,0.0,0.0,0.0,0.0,0.0
7147,,0.0,0.0,0.0,0.0,0.0
7149,whoever design omicron virus need burn hell,0.0,0.0,0.0,1.0,0.0
7150,blame the rich countries for not sharing the vaccines,0.0,0.0,0.0,0.0,0.0
7151,how much pcr singapore and johor bahru definitely day trip anymore,1.0,0.0,0.0,0.0,1.0
7152,think too troublesome and expansive just jalan jalan johor bahru for day,0.0,0.0,0.0,0.0,1.0
7153,hopefully the system goes well,0.0,0.0,0.0,0.0,0.0
7154,bermunda will not possible eradicate the virus will remain for thousands years but acting the right way that there may another occurrence infections the fault the leaders each state who allow without any precaution the non use quality masks and the moving from one person another this well the stupid and rules were thought without really thinking that they are therefore useless because many the supposed vaccines are completely useless that which number the millions and pretend that many people have actually been vaccinated are completely useless and mislead even the heads state and responsible epidemiologists virologists and physicians about something that not really there,0.0,0.0,1.0,1.0,0.0
7156,quickly back guys before new varient lockdown,0.0,0.0,0.0,0.0,0.0
7157,well done our singapore goverment for this vaccinated travel lane,1.0,0.0,0.0,0.0,0.0
7158,singapore singapore malaysia malaysia governments need calibrate monitor all vtls carefully due new omicron variant detected south africa hopefully all can enjoy peaceful family bonding time during christmas season,1.0,0.0,1.0,1.0,0.0
7159,well done singapore malaysia humanity compassion and wisdom for everyone thank you,1.0,0.0,0.0,0.0,0.0
7160,hope don have scale back due new variant,0.0,0.0,0.0,0.0,0.0
7161,one cares about that variant,0.0,0.0,0.0,0.0,0.0
7163,this how things look the other side,0.0,0.0,0.0,0.0,0.0
7164,calibrated approach the way bravo the responsible and capable pore govt,0.0,0.0,1.0,0.0,0.0
7165,lovely info soon are going explore singapore with our group our tour clients miss singapore sunrise,1.0,0.0,0.0,0.0,1.0
7166,with new variant detected what are going since the vaccine unable work the new variant protect our citizens,0.0,0.0,0.0,0.0,1.0
7167,future all compulsory singapore must take four bosster this going happen our country what the effects future after this all bosster all this experiments for united states take bosster,1.0,0.0,1.0,0.0,0.0
7168,business lost can restart but lives lost forever gone,0.0,0.0,0.0,0.0,1.0
7169,business lost can restart but lives lost forever gone,0.0,0.0,0.0,0.0,1.0
7170,ivermectin the solution,0.0,0.0,0.0,0.0,0.0
7172,everyday have more than two thousand three thousand infected cases and our government says that are stabilizing and improving stop deceiving ourselves many countries are afraid travelers from singapore,1.0,0.0,0.0,0.0,0.0
7173,sentence these three stooges charges treason and,0.0,0.0,0.0,0.0,0.0
7174,after applying all the brakes will still end downhill,0.0,0.0,0.0,0.0,0.0
7175,anyone able assist malaysia mom long visit pass holder were very happy finally can dine one family after ten eleven thus booked restaurant eleven eleven when arrived the waitress asked united states prove that all are staying the same household than realised can prove that she actually staying together with because her lvp had would doesn have malaysia address tried trace together token again there wasn able prove well was sad the end were being rejected tried called moh hotline make query but was answering machine,1.0,0.0,1.0,0.0,0.0
7176,jesus christ coming back the earth resolve everything,0.0,1.0,0.0,0.0,0.0
7177,wow seems that mtf can even manipulate moh report selective covid death and infection numbers conveniently support vtl,0.0,0.0,1.0,1.0,0.0
7178,now then you know gov control basically everything,0.0,0.0,0.0,0.0,0.0
7179,sacrificing singaporeans lives opening the borders for the economy has now nought citizens from other countries like demark europe are restricted coming singapore who would like visit country infested with covid nineteen infection and numerous deaths,1.0,1.0,0.0,1.0,1.0
7180,for unvaccinated employees singapore whose work can not performed from home employers can opt terminate their employment last resort from one january next year,1.0,0.0,0.0,1.0,0.0
7181,singapore residents will longer able enjoy two way quarantine free travel with denmark after the country reclassified singapore country with high risk covid nineteen infections,1.0,0.0,0.0,1.0,1.0
7182,should request reelection this year,0.0,0.0,0.0,0.0,0.0
7183,bring peoples action party down please,0.0,0.0,0.0,0.0,0.0
7184,song boh flip here flip there very fun right hahaha,0.0,0.0,0.0,0.0,1.0
7185,,0.0,0.0,0.0,0.0,0.0
7187,hais such dumb rule might well allow back five pax per table despite the household either way must not back two pax again will just show that the govt loves being wishy washy,0.0,0.0,1.0,0.0,0.0
7188,singapore don economic will collapse,1.0,0.0,0.0,0.0,0.0
7190,wow well paid ministers least five work tasks force ziwei and bazi like finland and sweden,1.0,0.0,0.0,0.0,0.0
7191,deep state when you see one hundred and thousand you are end time repent die,0.0,0.0,0.0,0.0,0.0
7193,obviously joke the infected rate can manipulated easily less tests lower number ownself affirmed ownself peoples action party mantra,0.0,0.0,0.0,0.0,0.0
7194,not allow unvaxed people enter shopping mall league,0.0,0.0,0.0,0.0,0.0
7196,did they say our choice vaccine but now all restrictions focus unvaccinated ppl unacceptable punishment the unvaccinated this too much,0.0,0.0,1.0,0.0,0.0
7197,the situation stabilize not reduce cases yet not safe yet moh want increase the cases back and see more people die everyday again,0.0,0.0,1.0,0.0,1.0
7198,opening for house visit for five paxs,0.0,0.0,0.0,0.0,0.0
7199,some key covid nineteen facts you interested,0.0,0.0,0.0,1.0,0.0
